Number,Name,RA 1900 (Hour),RA 1900 (Min),Dec 1900 (Degrees),Dec 1900 (Min),RA 2000,Dec 2000,D Number 1,D Number 2,Mag.,Spectral Type,P.M. Catalog,P.M. AO,Rel. Parallax,P.E,P.E. Wt,sqrt(p pi),No. Plates,f_GCTP,GCTP,comp,RA1900,DE1900,Vmag,MK,name,pm,pmPA,pi,e_pi,q_pi,_RA.icrs,_DE.icrs
664,Gamma Sagittae,19,54.3,19,13,19h58m26.3581s,+19d29m13.5454s,19,4229,3.7,K5,0.064,0.02,0.003,11.0,25.0,2.3,12,,4731.00,,19 54 18.5,+19 13 13,3.47,M0-  III,GAM Sge,0.070,69,0.0116,7.4,G,19 58 45.4,+19 29 31
665,Epsilon Cygni,20,42.2,33,36,20h45m59.9123s,+33d57m55.1441s,33,4018,2.6,K0,0.364,0.349,0.054,5.0,14.0,2.6,15,*,4959.00,A,20 42 09.8,+33 35 43,2.46,K0-  III,EPS Cyg,0.484,47,0.0526,5.3,F,20 46 12.6,+33 58 12
666,Eta Cephei,20,43.3,61,27,20h45m00.6013s,+61d48m55.2083s,61,2050,3.6,K0,0.103,0.087,0.066,7.0,17.0,2.4,17,*,4966.00,,20 43 15.3,+61 27 01,3.43,K0   IV,ETA Cep,0.826,7,0.0734,5.2,G,20 45 17.4,+61 50 20
667,P.G.C. 5511,21,21.7,46,17,21h24m38.2035s,+46d42m51.3529s,46,3305,5.5,F0,0.203,0.182,0.016,11.0,27.0,2.5,15,,5163.00,,21 21 39.1,+46 16 51,5.60,F0   V,,0.195,74,0.0384,5.8,G,21 25 19.5,+46 42 51
668,Omicron Cephei,23,14.5,67,34,23h18m04.8373s,+68d06m47.8269s,67,1514,4.9,G5+,0.065,0.06,0.027,1.0,26.0,2.4,14,,5643.00,M,23 14 30.9,+67 33 50,4.75,"K0+F6III,V",OMI Cep,0.054,47,0.0217,11.0,G,23 18 37.2,+68 06 42
,,,,,,,,,,,,,,,,,,,,5643.00,A,23 14 30.9,+67 33 50,4.86,K0   III,OMI Cep,0.054,47,0.0217,11.0,G,23 18 37.2,+68 06 42
,,,,,,,,,,,,,,,,,,,,5643.00,B,23 14 30.0,+67 34 00,7.13,F6   V,,,,,,,23 18 35.6,+68 06 48
669,Kappa Andr,23,35.5,43,47,23h39m54.6873s,+44d20m14.8915s,43,4522,4.3,A0,0.081,0.085,0.005,8.0,23.0,2.7,17,,5728.00,,23 35 28.7,+43 46 48,4.14,B9   IVn,KAP And,0.083,100,0.0145,10.5,G,23 40 24.5,+44 20 01
670,Lal 1299,0,43.1,4,46,00h48m09.7156s,+05d18m45.0608s,4,123,5.8,G5,0.751,0.72,0.137,5.0,17.0,3.8,26,*,156.00,,00 43 08.1,+04 45 59,5.75,K2   V,LTT 10285,1.367,146,0.1361,2.0,G,00 48 23.0,+05 16 50
671,Wolf 28,0,43.1,4,55,00h48m09.7853s,+05d27m45.0598s,,,12.3,F,,1.202,0.239,9.0,34.0,3.6,24,,156.01,,00 43 10.0,+04 58 35,11.90,,Ambron 194,0.263,43,0.0060,5.7,,00 48 21.1,+05 31 39
672,"Weisse 3h, 113",3,9.4,8,37,03h14m22.7487s,+08d59m23.3319s,8,482,7.7,K0,.426*,0.386,0.038,5.0,20.0,3.7,21,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
673,Omicron 2 Eridani,4,10.7,-7,49,04h14m51.2919s,-07d33m53.2863s,-7,780,4.5,G5,-2.194,-2.233,0.198,6.0,24.0,4.1,25,*,945.00,A,04 10 40.1,-07 48 30,4.43,K1-  V,OMI2 Eri,4.083,213,0.2029,1.9,F,04 15 16.2,-07 39 09
,,,,,,,,,,,,,,,,,,,*,945.00,B,04 10 45.4,-07 48 52,9.52,DA4,G 160-060,4.073,212,,,,04 15 22.0,-07 39 35
,,,,,,,,,,,,,,,,,,,*,945.00,C,04 10 42.0,-07 49 00,11.17,M4.5eV,,4.079,213,,,,04 15 18.1,-07 39 39
674,Delta 1 Tauri,4,17.1,17,18,04h22m45.3754s,+17d32m08.1244s,17,712,3.9,K0,0.113,0.105,0.013,7.0,27.0,3.9,22,*,965.00,,04 17 09.9,+17 18 29,3.76,K0-  IIIC*,DEL1 Tau,0.111,104,0.0187,8.9,G,04 22 56.1,+17 32 33
675,132 Tauri,5,42.9,24,32,05h48m08.3057s,+24d34m10.4812s,24,970,5,K0,0.006,0.003,0.002,4.0,14.0,3.7,19,,1328.00,,05 42 52.6,+24 32 02,4.86,G8   III,132 Tau,0.023,186,0.0049,7.2,,05 49 00.9,+24 34 03
676,136 Tauri,5,47.0,27,35,05h53m17.1737s,+27d36m26.167s,27,899,4.5,A0,0.014,0.027,0.016,6.0,22.0,3.7,19,,1345.00,,05 47 02.4,+27 35 19,4.58,A0   V,136 Tau,0.013,161,0.0212,9.8,,05 53 19.6,+27 36 44
677,38 Aurigae,5,56.1,42,55,06h03m11.6475s,+42d55m03.5025s,42,1473,6.1,G5,0.125,0.11,0.011,4.0,17.0,4.1,22,,1388.00,,05 56 05.3,+42 54 52,6.10,K0   II,38 Aur,0.181,141,0.0142,7.2,,06 03 17.9,+42 54 41
678,Psi Aurigae,6,17.0,49,20,06h24m42.1594s,+49d16m57.8466s,49,1488,5.1,K2,0.013,0 .000,0 .000,5.0,19.0,3.8,20,,1476.00,,06 17 11.7,+49 20 20,4.91,K5-M0Iab-*,PSI1 Aur,0.002,218,0.0035,8.4,,06 24 53.8,+49 17 16
679,17 Monoc,6,41.9,8,9,06h46m26.0552s,+08d02m39.9128s,8,1496,5,K0,-0.018,-0.022,0.012,5.0,21.0,4.3,26,,1588.00,,06 41 53.9,+08 08 43,4.77,K4   III,17 Mon,0.036,247,0.0097,6.4,G,06 47 19.7,+08 02 14
680,56 Gem,7,16.0,20,38,07h21m54.5152s,+20d26m42.969s,20,1775,5.2,K2,-0.058,-0.062,-0.001,4.0,18.0,4.1,24,*,1730.00,,07 16 02.7,+20 37 56,5.10,M0   IIIab,56 Gem,0.063,248,0.0013,7.2,,07 21 56.8,+20 26 36
681,74 Gem,7,33.7,17,54,07h38m46.562s,+17d40m25.5328s,18,1701,5.2,K5,0.006,-0.002,0 .000,4.0,19.0,4.4,28,,1803.00,,07 33 42.1,+17 54 08,5.05,K5   IIIF*,74 Gem,0.021,209,0.0028,7.2,,07 39 28.5,+17 40 26
682,Alpha Lyncis,9,15.0,34,49,09h21m07.2526s,+34d23m35.3396s,35,1979,3.3,K5,-0.214,-0.223,0.022,7.0,27.0,3.7,23,,2223.00,,09 14 57.8,+34 48 55,3.13,K7   IIIab,ALP Lyn,0.222,273,0.0220,8.9,G,09 21 03.3,+34 23 32
683,Lal 19267,9,44.5,11,34,09h49m22.1044s,+11d06m05.0977s,11,2108,7.5,F8,- .341*,-0.299,0.012,7.0,24.0,3.4,23,*,2327.00,,09 44 28.6,+11 34 26,7.63,G0   d,,0.332,257,0.0160,11.1,,09 49 48.5,+11 06 22
684,Lal 19821,10,6.3,24,15,10h11m35.143s,+23d45m26.802s,24,2193,8.6,G0,- .409*,-0.396,0.015,4.0,16.0,3.8,22,*,2395.00,,10 06 15.7,+24 14 45,8.43,G2   V,Lal 19821,0.388,280,0.0192,6.8,G,10 11 48.0,+23 45 18
685,Lal 20253,10,21.8,20,20,10h26m27.3086s,+19d49m29.6841s,20,2488,8.9,F8,- .184*,-0.172,0.033,7.0,25.0,3.7,24,,2448.00,,10 21 44.9,+20 19 39,8.41,G0   d,,0.282,226,0.0363,11.1,,10 27 10.6,+19 48 47
686,6 Comae,12,10.9,18,27,12h15m04.9872s,+17d53m38.4223s,15,2436,5.1,A2,-0.069,-0.042,0.018,4.0,16.0,3.6,22,,2826.00,,12 10 55.4,+15 27 20,5.10,A3   V,6 Com,0.090,244,0.0241,7.2,,12 16 00.1,+14 53 55
687,Lal 24760,13,15.5,38,41,13h19m32.3212s,+38d09m28.2805s,38,2431,7.9,K0,- .389*,-0.418,0.02,7.0,25.0,3.6,25,*,3049.00,,13 15 32.8,+38 41 09,7.90,G8   III,,0.411,261,0.0238,11.1,,13 20 01.5,+38 09 33
688,69 H. Urs. Maj.,13,24.8,60,28,13h27m41.9783s,+59d56m54.42s,60,1461,5.4,A0,-0.082,-0.057,0.017,5.0,17.0,3.5,23,,3078.00,,13 24 46.8,+60 27 44,5.40,A1   Vn,,0.090,292,0.0226,8.4,,13 28 27.0,+59 56 45
689,Rad 3328,15,3.4,54,56,15h05m51.1657s,+54d32m50.1802s,55,1730,5.2,G5,0.047,0.049,0.025,5.0,19.0,3.5,22,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
690,Lal 29644,16,9.3,39,36,16h12m29.6009s,+39d20m40.1939s,39,2963,8.2,G0,- .258*,-0.271,0.006,7.0,24.0,3.6,22,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
691,Nu 1 Cor. Bor,16,18.6,34,1,16h21m46.0208s,+33d46m51.9153s,34,2773,5.4,Ma,0.009,0.022,-0.003,6.0,19.0,3.5,21,*,3725.00,A,16 18 35.4,+34 02 03,5.20,M2   IIIab,NU1 CrB,0.036,182,0.0027,8.8,G,16 22 21.3,+33 47 56
692,Nu 2 Cor. Bor,16,18.7,33,56,16h21m46.2759s,+33d41m51.9322s,34,2774,5.3,K5,0.008,0.006,0.022,7.0,24.0,3.6,22,,3727.00,,16 18 43.0,+33 56 09,5.39,K5   III,NU2 CrB,0.055,349,0.0226,9.8,G,16 22 29.1,+33 42 12
693,Beta Herc,16,25.9,21,24,16h29m19.5235s,+21d10m50.0259s,21,2934,2.8,K0,-0.101,-0.092,0.009,5.0,23.0,4.3,36,*,3754.00,A,16 25 55.1,+21 42 26,2.77,G7   IIIa,BET Her,0.100,261,0.0225,6.2,G,16 30 13.1,+21 29 22
694,Lal 30189,16,30.6,9,2,16h34m47.9043s,+08d49m32.3249s,9,3230,9.4,G,+ .064*,0.075,0.004,5.0,20.0,3.8,28,,3769.00,,16 30 35.3,+09 01 44,9.11,G2   d,CI 18-2210,0.251,170,0.0073,8.4,,16 35 23.6,+08 48 57
695,51 Herc,16,47.6,24,49,16h51m08.7537s,+24d38m49.498s,24,3069,5.2,K0,0.02,0.022,0.007,7.0,24.0,3.4,20,,3835.00,,16 47 36.4,+24 49 27,5.04,K0.5 IIIa*,51 Her,0.010,66,0.0096,11.1,,16 51 45.2,+24 39 22
696,e Ophiuc,17,13.9,10,58,17h17m42.1085s,+10d51m31.955s,11,3156,5.3,K5,0.001,0 .000,-0.005,7.0,26.0,3.8,23,,3931.00,,17 13 54.8,+10 58 22,5.03,K4   II-I*,,0.097,176,-0.0016,11.1,,17 18 37.0,+10 51 52
697,Lambda Herc,17,26.7,26,11,17h30m02.426s,+26d06m21.2103s,26,3034,4.5,K0,0.019,-0.014,0.007,5.0,19.0,4.1,26,,3978.00,,17 26 41.7,+26 11 09,4.41,K3.5 III,LAM Her,0.025,46,0.0137,7.3,G,17 30 44.3,+26 06 38
698,42 Drac,18,25.7,65,30,18h25m15.486s,+65d33m39.3901s,65,1271,5,K0,0.103,0.102,0.016,7.0,25.0,3.6,28,,4258.00,,18 25 41.8,+65 30 05,4.82,K1.5 IIIF*,42 Dra,0.102,104,0.0195,10.0,G,18 25 59.1,+65 33 48
699,R Scuti,18,42.1,-5,49,18h47m20.6184s,-05d42m31.7172s,-5,4760,var.,K0p,-0.061,-0.043,-0.006,6.0,21.0,3.7,27,,4334.00,,18 42 08.6,-05 48 45,5.20,K0   Ibp,,0.053,238,0.0010,8.6,G,18 47 29.0,-05 42 18
700,Lal 35346,18,51.7,23,26,18h55m10.8385s,+23d33m40.2451s,23,3500,8.4,K0,+ .124*,0.12,0.039,5.0,18.0,3.5,24,,4389.00,,18 51 41.3,+23 26 06,8.18,K0   V,CI 18-2474,0.314,156,0.0410,7.3,G,18 55 53.2,+23 33 23
701,Lal 36268,19,11.9,14,22,19h15m34.6859s,+14d32m30.188s,14,3852,5.5,A0,0.016,0.001,0.016,6.0,23.0,3.6,25,*,4492.00,M,19 11 51.9,+14 22 03,6.57,B9.5 V,,0.003,0,0.0181,9.8,,19 16 26.7,+14 32 41
,,,,,,,,,,,,,,,,,,,*,4492.00,A,19 11 51.9,+14 22 03,5.63,B9.5 V,,0.003,0,0.0181,9.8,,19 16 26.7,+14 32 41
,,,,,,,,,,,,,,,,,,,*,4492.00,B,19 11 54.0,+14 22 00,9.07,F8   V,,,,,,,19 16 28.8,+14 32 38
702,4 Cygni,19,22.6,36,7,19h25m35.9894s,+36d18m56.7722s,36,3557,5.2,A0p,0.01,0.001,-0.014,7.0,24.0,3.5,22,,4553.00,,19 22 32.9,+36 07 01,5.15,B9pSi,4 Cyg,0.015,5,-0.0097,11.1,,19 26 09.0,+36 19 04
703,Lal 36921,19,25.0,34,24,19h28m42.0461s,+34d36m21.6252s,34,3566,8.2,G5,+ .050*,0.05,0.002,5.0,18.0,3.4,20,,4559.00,,19 24 59.3,+34 23 56,8.22,F8   d,CI 18-2537,0.224,11,0.0042,8.4,,19 28 41.7,+34 36 39
704,"W2 19h, 721",19,25.5,31,25,19h28m51.2543s,+31d37m22.248s,31,3618,7,G5,- .023*,-0.025,0.046,6.0,22.0,3.7,26,,4562.00,,19 25 30.2,+31 24 45,6.96,G7   IV,G 207-033,0.400,184,0.0483,9.8,,19 29 21.4,+31 36 31
705,Lal 37074,19,29.1,27,10,19h33m03.8505s,+27d22m55.4791s,27,3428,8.5,F5,- .083*,-0.07,0.003,5.0,19.0,3.5,23,,4577.00,,19 29 07.7,+27 10 19,8.04,F7   V,CI 18-2551,0.174,206,0.0053,8.4,,19 33 11.1,+27 23 00
706,9 Cygni,19,30.9,29,15,19h33m58.186s,+29d28m03.1578s,29,3651,5.4,F5**,0.021,0.014,0.016,4.0,16.0,4.0,27,*,4592.00,,19 30 52.4,+29 14 34,5.38,G+A: g,9 Cyg,0.026,30,0.0189,7.2,,19 34 50.9,+29 27 46
707,Zeta Sagittae,19,44.5,18,53,19h48m26.2074s,+19d07m56.1744s,18,4254,5,A2,0.022,0.011,0.004,5.0,21.0,3.9,26,,4660.00,M,19 44 32.2,+18 53 28,5.00,A3   V,ZET Sge,0.034,38,0.0069,3.7,G,19 48 58.6,+19 08 31
,,,,,,,,,,,,,,,,,,,,4660.00,A,19 44 32.2,+18 53 28,5.00,,ZET Sge,0.034,38,0.0069,3.7,G,19 48 58.6,+19 08 31
708,Eta Aquilae,19,47.4,0,45,19h52m05.5684s,+01d00m22.116s,0,4337,var.,G0p,0.011,0.01,0.003,6.0,20.0,3.5,27,,4679.00,,19 47 22.6,+00 44 55,3.90,F6   Ib,ETA Aql,0.009,122,0.0061,6.9,G,19 52 28.3,+01 00 19
709,T Cygni,20,43.2,34,0,20h46m59.1447s,+34d22m01.6907s,33,4028,5.2,K0,0.049,0.033,0.001,4.0,15.0,3.7,24,,4965.00,A,20 43 11.2,+34 00 22,4.92,K3   III,,0.044,72,0.0038,7.2,,20 47 10.8,+34 22 26
,,,,,,,,,,,,,,,,,,,,4965.00,B,20 43 12.0,+34 00 00,10.03,,,,,,,,20 47 11.3,+34 22 03
710,Lal 40604,20,53.1,42,30,20h56m38.2629s,+42d53m05.0768s,42,3915,7.9,K0,+ .186*,0.209,0.001,6.0,23.0,3.6,23,*,5026.00,,20 53 07.6,+42 30 16,7.19,K0   III-*,,0.307,45,0.0037,9.3,G,20 56 47.9,+42 53 43
,,,,,,,,,,,,,,,,,,,,5027.01,,20 53 13.6,+42 32 40,9.13,A2,,0.016,209,0.0382,28.5,,20 56 51.8,+42 55 45
711,B.D. +3  4492,20,58.9,3,43,21h03m00.9361s,+04d06m40.61s,3,4492,8.5,K5,-0.009,0.004,0.014,6.0,22.0,3.5,26,,5057.00,,20 58 49.1,+03 40 47,8.50,K2   g,,0.012,0,0.0168,9.8,,21 03 50.2,+04 04 34
712,"Weisse 20h, 1453",20,59.1,3,35,21h04m01.1825s,+03d58m46.7801s,3,4493,8.5,G5,- .093*,-0.076,0.008,6.0,20.0,3.6,27,,5062.00,,20 59 04.9,+03 35 19,8.45,G3   d,,0.171,202,0.0108,9.8,,21 04 05.7,+03 58 50
713,35 Vulpec,21,23.3,27,10,21h27m24.1055s,+27d36m04.4601s,26,4164,5.4,A0,0.039,0.044,0.01,5.0,18.0,3.8,27,,5168.00,,21 23 15.5,+27 10 22,5.41,A1   V,35 Vul,0.046,61,0.0154,8.4,,21 27 40.0,+27 36 30
714,Sigma 57,21,32.3,66,17,21h34m03.4676s,+66d43m46.3818s,66,1415,7,K0,-0.018,-0.035,0.0158,8.0,24.0,3.0,19,*,5207.00,A,21 32 22.3,+66 16 49,7.00,K1   III,,0.038,244,0.0103,7.7,G,21 34 25.7,+66 43 35
,,,,,,,,,,,,,,,,,,,*,5207.00,B,21 32 35.3,+66 19 32,7.20,K2   III,,0.014,258,,,,21 34 38.9,+66 46 21
715,Sigma 57,21,32.5,66,20,21h34m03.0238s,+66d46m46.3626s,66,1416,7.2,K2,0.031,-0.018,0.002,6.0,20.0,3.1,20,*,5207.00,A,21 32 22.3,+66 16 49,7.00,K1   III,,0.038,244,0.0103,7.7,G,21 34 25.7,+66 43 35
,,,,,,,,,,,,,,,,,,,*,5207.00,B,21 32 35.3,+66 19 32,7.20,K2   III,,0.014,258,,,,21 34 38.9,+66 46 21
,Mean,,,,,0,0,,,,,,,0.008,5.0,,,,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
716,"Pi 22h, 195",22,37.0,14,0,22h41m55.6949s,+14d31m22.0899s,13,4974,6.1,K0,0.096,0.073,-0.011,7.0,23.0,3.2,20,,5495.00,,22 37 01.0,+13 59 39,5.90,K0   g,,0.088,106,-0.0079,11.1,,22 41 57.3,+14 30 58
717,Brad 3054,22,59.7,66,40,23h02m47.3416s,+67d12m18.3002s,66,1575,5.5,K0,0.028,-0.006,-0.007,6.0,20.0,3.4,21,,5585.00,,22 59 44.1,+66 40 12,5.24,K3   III,,0.028,61,-0.0026,9.8,,23 03 32.9,+67 12 33
718,6 Andr,23,5.8,43,0,23h09m38.7255s,+43d32m31.868s,42,4592,5.8,F5,-0.198,-0.194,0.005,6.0,20.0,3.4,22,,5611.00,,23 05 49.7,+43 00 25,5.94,F5   IV,6 And,0.269,226,0.0249,7.6,F,23 10 27.1,+43 32 39
719,Mayer 968,23,24.4,-5,5,23h29m09.0204s,-04d31m56.6981s,-5,5999,6.4,K2,0.175,0.173,0.006,5.0,19.0,3.4,23,,5688.00,,23 24 21.8,-05 04 38,6.25,K3   IIIb*,,0.290,142,0.0173,6.5,P,23 29 32.0,-04 31 57
720,47 Piscium,0,22.8,17,20,00h27m11.9318s,+17d53m13.0413s,17,55,5.3,Mb,0.119,0.092,0.01,7.0,28.0,4.0,26,,73.00,,00 22 50.0,+17 20 20,5.06,M3   III,47 Psc,0.112,79,0.0155,11.1,,00 28 02.9,+17 53 34
721,Alpha Cass,0,34.8,55,59,00h39m39.4006s,+56d31m58.7518s,55,139,2.5,K0,0.053,0.049,0.004,5.0,23.0,4.3,31,*,114.00,,00 34 49.6,+55 59 20,2.23,K0   IIIa,ALP Cas,0.059,117,0.0127,6.1,G,00 40 30.4,+56 32 14
722,Phi Cass,1,13.8,57,42,01h19m17.0437s,+58d13m34.9629s,57,260,5.2,F5p,0.011,-0.001,-0.008,4.0,19.0,4.2,28,,271.00,,01 13 47.1,+57 42 20,4.98,F0   Ia,PHI Cas,0.015,357,-0.0046,6.6,G,01 20 04.9,+58 13 54
723,Lal 3972,2,5.9,56,44,02h11m56.6702s,+57d12m17.793s,56,449,7,G0,+ .266*,0.258,0.018,6.0,22.0,4.0,25,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
724,84 Ceti,2,36.1,-1,7,02h41m06.0444s,-00d41m16.2926s,-1,377,5.7,F5,0.213,211,0.032,5.0,22.0,4.4,27,,543.00,M,02 36 06.4,-01 07 15,5.71,F7   IV,SIG 295,0.247,117,0.0349,5.8,F,02 41 13.9,-00 41 43
,,,,,,,,,,,,,,,,,,,,543.00,A,02 36 06.4,-01 07 15,5.71,,SIG 295,0.247,117,0.0349,5.8,F,02 41 13.9,-00 41 43
725,Omega Persei,3,4.8,39,14,03h10m27.4865s,+39d36m52.0395s,39,724,4.8,K0,-0.02,-0.026,0.019,4.0,20.0,4.6,30,*,655.00,,03 04 49.8,+39 13 55,4.63,K1   III,OME Per,0.026,274,0.0222,7.2,,03 11 17.3,+39 36 42
726,Gamma Camel,3,39.8,71,1,03h49m32.5878s,+71d19m39.0428s,70,259,4.7,A0,0.028,0.027,0.006,4.0,17.0,4.4,27,,802.00,,03 39 47.7,+71 01 27,4.63,A2   IVn,GAM Cam,0.043,150,0.0078,6.1,G,03 50 21.5,+71 19 56
727,Mu Persei,4,7.6,48,9,04h14m20.533s,+48d24m20.3983s,48,1063,4.3,G0,0.014,0.005,0.005,5.0,20.0,4.5,27,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
728,58 Persei,4,29.8,41,4,04h35m55.8373s,+41d16m27.1442s,40,1000,4.5,G4p,-0.005,-0.021,0.016,4.0,17.0,4.5,28,,1011.00,A,04 29 45.5,+41 03 33,4.25,"K4+A3III,V",58 Per,0.015,197,0.0108,4.2,F,04 36 41.4,+41 15 52
729,111 Tauri,5,18.6,17,17,05h23m48.4842s,+17d22m40.2832s,17,920,5.1,G0,0.247,0.256,0.062,6.0,27.0,4.5,26,,1224.00,,05 18 35.2,+17 17 26,4.99,F8   V,111 Tau,0.245,93,0.0685,6.3,G,05 24 25.4,+17 23 00
730,56 Orion,5,47.2,1,50,05h52m11.6897s,+01d51m30.9352s,1,1151,5,K0,0.003,-0.007,0.003,4.0,21.0,4.7,29,*,1349.00,,05 47 14.8,+01 49 50,4.78,K1.5 IIb,56 Ori,0.016,221,0.0031,6.1,G,05 52 26.4,+01 51 18
731,40 Aurigae,5,59.7,38,30,06h05m53.6717s,+38d29m38.5729s,38,1377,5.3,A3,0.014,0.004,-0.003,5.0,22.0,4.4,26,,1403.00,,05 59 41.4,+38 29 29,5.36,A4m,40 Aur,0.051,171,0.0014,8.4,,06 06 35.1,+38 28 57
732,"W1 6h, 1500",6,51.4,1,18,06h56m10.1908s,+01d10m15.5464s,1,1600,7.7,G5,+ .000*,-0.002,0.031,4.0,20.0,4.5,27,*,1627.00,,06 51 24.0,+01 18 29,7.42,G8   V,,0.588,182,0.0315,5.4,G,06 56 34.0,+01 09 43
733,64 Gem,7,23.1,28,19,07h29m14.0847s,+28d06m44.3365s,28,1396,5,A2,-0.03,-0.037,0.003,4.0,16.0,4.4,27,,1764.00,,07 23 06.6,+28 19 28,5.05,A4   V,64 Gem,0.069,206,0.0078,7.2,,07 29 20.5,+28 07 05
734,76 Gem,7,38.0,26,1,07h44m06.0669s,+25d46m44.4818s,26,1633,5.4,K5,-0.018,-0.008,0.002,4.0,20.0,4.5,28,,1822.00,,07 38 00.9,+26 01 20,5.31,K4-5 III,76 Gem,0.023,223,0.0052,7.2,,07 44 06.9,+25 47 03
735,Lal 17050,8,34.4,6,7,08h39m18.1694s,+05d45m54.0313s,6,2007,7.8,G5,+ .167*,0.185,0.034,6.0,24.0,4.3,29,,2066.00,A,08 34 24.4,+06 07 29,7.24,G1   V,Lal 10750,0.350,149,0.0080,6.4,X,08 39 43.8,+05 45 50
,,,,,,,,,,,,,,,,,,,,2066.00,B,08 34 25.3,+06 07 52,8.41,G9   d,Lal 10753,0.351,149,,,,08 39 44.7,+05 46 13
736,Lal 17053,8,34.4,6,8,08h39m18.1999s,+05d46m54.0296s,,,,,+ .153*,0.187,-0.022,6.0,26.0,4.3,29,,2066.00,A,08 34 24.4,+06 07 29,7.24,G1   V,Lal 10750,0.350,149,0.0080,6.4,X,08 39 43.8,+05 45 50
,,,,,,,,,,,,,,,,,,,,2066.00,B,08 34 25.3,+06 07 52,8.41,G9   d,Lal 10753,0.351,149,,,,08 39 44.7,+05 46 13
,Mean,,,,,0,0,,,,,,,0.006,0.004,,,,0,0.00,0,0,0,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
737,Fed 1466,9,12.0,65,26,09h20m17.1977s,+65d00m46.247s,65,703,7.6,G5,-0.141*,-0.139,0.02,5.0,0.004,4.2,27,*,2211.00,,09 11 59.2,+65 26 24,7.74,G4   d,Lal F 1466,0.321,206,0.0259,6.3,G,09 20 14.1,+65 00 42
738,Pi 96,10,27.7,49,42,10h33m07.1064s,+49d11m07.7969s,49,1966,7.6,F8,0.267,0.329,0.017,6.0,23.0,4.0,27,*,2469.00,,10 27 41.0,+49 41 51,7.60,F8   d,,0.305,65,0.0251,8.2,G,10 33 50.5,+49 11 10
739,65 Leonis,11,1.8,2,30,11h06m08.6553s,+01d57m35.8675s,2,2387,5.7,G5,-0.373,-0.381,0.032,6.0,23.0,3.8,24,,2584.00,,11 01 48.1,+02 29 54,5.52,G9   IIIC*,65 Leo,0.396,257,0.0343,7.7,G,11 06 54.2,+01 57 20
740,23 Comae,12,29.9,23,11,12h33m59.6497s,+22d37m54.3241s,23,2475,4.8,A0,-0.069,0.001,-0.003,6.0,23.0,3.7,26,*,2900.00,,12 29 52.0,+23 10 47,4.81,A0   IV,23 Com,0.068,285,0.0014,8.2,G,12 34 51.0,+22 37 45
741,82 Virginis,13,36.4,-8,12,13h41m15.673s,-08d42m21.789s,-7,3674,5.2,Ma,-0.099,-0.063,0.008,7.0,24.0,3.6,27,,3126.00,,13 36 21.6,-08 11 54,5.01,M1.5 III,82 Vir,0.104,290,0.0132,8.6,G,13 41 36.7,-08 42 11
742,Mayer 576,14,31.7,-11,53,14h36m25.196s,-12d19m10.3698s,-11,3770,6.2,F8,-0.868,-0.863,0.031,5.0,20.0,3.9,27,,3304.00,,14 31 40.4,-11 52 49,6.20,F5   V,Lal 26630,0.946,293,0.0374,5.8,G,14 36 59.7,-12 18 19
743,Omicron Bootis,14,40.6,17,23,14h44m40.5205s,+16d57m37.6339s,17,2780,4.7,K0,-0.053,-0.032,0.039,5.0,19.0,4.1,29,,3337.00,,14 40 34.4,+17 23 15,4.60,G8.5 III,OMI Boo,0.083,232,0.0431,8.4,,14 45 14.4,+16 57 51
744,110 Virginis,14,57.8,2,29,15h02m03.6223s,+02d05m19.6553s,2,2905,4.6,K0,-0.046,-0.047,0.016,6.0,25.0,4.1,32,,3398.00,,14 57 50.7,+02 29 02,4.40,K0.5 IIIb*,110 Vir,0.058,283,0.0223,8.3,G,15 02 54.0,+02 05 28
745,Lal 28017,15,13.5,67,44,15h14m05.5879s,+67d21m48.7167s,67,876,5.2,G0,0.218,0.22,0.043,7.0,26.0,3.8,27,,3455.00,,15 13 29.2,+67 43 35,5.13,F9   IV,Groom 2214,0.448,152,0.0482,7.2,G,15 14 38.3,+67 20 48
746,5 Herc,15,56.7,18,6,16h00m30.0401s,+17d49m04.4982s,18,3101,5.3,G5,-0.049,-0.053,-0.011,4.0,17.0,4.0,30,,3625.00,,15 56 44.6,+18 05 40,5.12,G8   IIIb*,5 Her,0.161,343,-0.0079,7.2,,16 01 14.3,+17 49 06
747,Delta Ophiuc,16,9.1,-3,26,16h14m14.7892s,-03d41m12.9813s,-3,3903,3,Ma,-0.046,-0.036,0.026,4.0,18.0,4.2,32,*,3684.00,,16 09 06.2,-03 26 12,2.74,M0.5 III,DEL Oph,0.153,198,0.0302,5.4,G,16 14 20.7,-03 41 39
