No.,Name,RA 1900 (Hour),RA 1900 (Min),Dec 1900 (Degrees),Dec 1900 (Min),RA 2000,Dec 2000,D. Number 1,D Number 2,Mag.,Spectral Type,Tot. Mu,Mu alpha,AO Mu alpha,Rel. Parallax,P.E.,Ptg. Mag.,No. Pl,f_GCTP,GCTP,comp,RA1900,DE1900,Vmag,B-V,MK,name,pm,pmPA,pi,e_pi,q_pi,_RA.icrs,_DE.icrs
,,,,,,,,,,,,,,,,,,,*,4031.00,,17 37 02.7,+24 31 11,8.90,,K2,,0.015,159,-0.0118,11.1,,17 41 09.6,+24 28 07
1180a,Berl 6083,17,37.1,24,30,17h41m06.8091s,+24d26m57.0919s,24,3226.0,8.9,K0,0.014,0.004,-0.01,-0.015,7;20,11,20,,4030.00,,17 36 58.9,+24 33 45,6.36,1.20,"K1+F4III,V",,0.046,343,0.0036,7.8,F,17 41 05.5,+24 30 46
,,,,,,,,,,,,,,,,,,,*,4031.00,,17 37 02.7,+24 31 11,8.90,,K2,,0.015,159,-0.0118,11.1,,17 41 09.6,+24 28 07
1181,95 Herc B,17,57.3,21,36,18h01m14.4785s,+21d35m52.3305s,21,3280.0,5.2,G5,0.028,0.007,0.008,0.001,5;24,10.8,38,,4119.00,A,17 57 15.6,+21 35 46,4.96,0.12,A5   IIIn,SIG 2264A,0.037,13,-0.0017,6.9,G,18 01 30.2,+21 35 44
,,,,,,,,,,,,,,,,,,,,4119.00,B,17 57 15.3,+21 35 44,5.18,0.95,G8   III,SIG 2264B,0.033,15,,,,18 01 29.9,+21 35 42
1182,95 Herc A,17,57.3,21,36,18h01m14.4785s,+21d35m52.3305s,21,3280.0,5.1,A3,0.031,0.008,0.01,0.001,5;24,10.8,39,,4119.00,A,17 57 15.6,+21 35 46,4.96,0.12,A5   IIIn,SIG 2264A,0.037,13,-0.0017,6.9,G,18 01 30.2,+21 35 44
,,,,,,,,,,,,,,,,,,,,4119.00,B,17 57 15.3,+21 35 44,5.18,0.95,G8   III,SIG 2264B,0.033,15,,,,18 01 29.9,+21 35 42
1183,Lal 33640,18,10.9,29,11,18h13m52.8062s,+29d12m44.411s,29,3213.0,6.5,G0,0.252,0.009,0.028,0.01,6;18,10.9,20,,4190.00,,18 10 51.0,+29 10 58,6.56,0.54,F8   V,,0.235,177,0.0129,9.8,,18 14 44.0,+29 12 26
1184,39 Drac,18,22.5,58,45,18h23m27.9981s,+58d48m18.5436s,58,1809.0,4.8,A2,0.072,-0.04,-0.055,0.028,7;19,11.4,19,,4244.00,,18 22 26.9,+58 44 34,4.98,0.08,A1   V,39 Dra,0.067,327,0.0326,11.1,,18 23 54.6,+58 48 02
1185,Alpha Scut,18,29.8,-8,19,18h34m26.6451s,-08d14m23.4003s,-8,4638.0,4.1,K0,0.315,-0.018,-0.024,0.006,5;20,10.6,29,,4275.00,,18 29 45.8,-08 18 50,3.85,1.33,K3-  III-*,ALP Sct,0.314,184,0.0165,2.2,G,18 35 12.3,-08 14 38
1186,Vega,18,33.6,38,41,18h36m21.4489s,+38d46m02.1921s,38,3238.0,0.1,A0,0.345,0.2,0.212,0.117,5;22,10.9,35,*,4293.00,,18 33 33.1,+38 41 25,0.03,0.00,A0   Va,ALP Lyr,0.348,36,0.1297,1.6,G,18 36 56.4,+38 47 00
1187,Lal 34968,18,38.5,67,2,18h37m55.657s,+67d07m30.5842s,67,1087.0,8.1,G5,0.235,-0.132,-0.122,0.007,5;18,11.5,22,*,4318.00,,18 38 30.0,+67 01 42,7.73,0.62,G1   d,Lal 34968,0.228,323,0.0082,7.5,G,18 38 23.5,+67 07 35
1188,N3 Aqil,18,43.8,0,28,18h48m06.1942s,+00d34m35.8295s,,,Var,Pec,,,0.012,-0.001,8;25,11.3,24,,4341.00,,18 43 48.0,+00 28 00,12.03,,Q,Nova3Aql191,0.020,180,0.0039,5.7,G,18 48 54.2,+00 34 41
1189,19 Aqil,19,4.1,5,55,19h08m53.9357s,+06d04m33.1248s,5,4040.0,5.4,F2,0.079,-0.015,-0.032,0.027,7;22,11.3,24,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1190,Grb 2781,19,6.3,55,10,19h08m02.9459s,+55d19m37.9561s,55,2152.0,7.3,A3,0.025,0.004,0.025,0.008,6;16,11.2,14,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1191,Fed 3124,19,10.4,57,29,19h11m47.0446s,+57d39m10.2667s,57,1961.0,7,K0,0.45,0.211,0.219,0.041,7;18,12,16,,4485.00,,19 10 21.6,+57 29 25,7.04,0.79,G8   V,G 229-026,0.451,27,0.0398,8.9,G,19 12 11.3,+57 40 19
1192,Lal 36546,19,16.0,49,23,19h18m39.8661s,+49d34m03.6686s,49,2977.0,6.3,K0,0.05,0.006,0.033,-0.001,8;23,11.3,19,,4527.00,,19 15 57.7,+49 23 01,6.31,1.12,K1   III,,0.050,15,0.0014,12.5,,19 18 37.8,+49 34 09
1193,RR Lyra,19,22.2,42,36,19h25m12.1849s,+42d47m55.1539s,42,3338.0,Var,F5,0.224,-0.122,-0.108,0.008,5;17,10.9,26,*,4550.00,,19 22 16.5,+42 35 25,7.06,0.30,A8-F7,RR Lyr,0.207,211,0.0030,1.9,G,19 25 27.9,+42 47 04
1194,Grb 2877,19,31.4,42,12,19h34m15.545s,+42d25m08.3492s,42,3386.0,5.3,A2,0.025,-0.009,0.001,-0.005,4;13,10.7,19,,4597.00,,19 31 25.5,+42 11 35,5.35,0.05,A2   V,,0.023,194,-0.0012,7.2,,19 34 41.2,+42 24 44
1195,Lal 37513,19,38.9,24,22,19h42m12.2414s,+24d36m08.0075s,24,3849.0,6.8,F8,0.283,0.074,0.089,0.035,6;21,10.2,23,,4633.00,,19 38 54.0,+24 22 04,6.86,0.57,F8   V,,0.278,162,0.0377,9.8,,19 43 07.0,+24 35 53
1196,Sigma 2576m,19,41.8,33,22,19h44m47.7374s,+33d36m30.1039s,33,3582.0,8.5,K0,0.435,0.015,0.016,0.049,6;24,10.6,34,,4648.00,M,19 41 45.4,+33 22 14,7.68,0.99,K3   V,SIG 2576,0.431,178,0.0449,4.9,G,19 45 33.5,+33 36 07
,,,,,,,,,,,,,,,,,,,,4648.00,A,19 41 45.4,+33 22 14,8.35,0.99,K3   V,SIG 2576,0.431,178,0.0449,4.9,G,19 45 33.5,+33 36 07
,,,,,,,,,,,,,,,,,,,,4648.00,B,19 41 48.0,+33 22 00,8.54,,K3   V,,,,,,,19 45 35.9,+33 36 36
1197,17 Cygn B,19,42.7,33,30,19h45m47.4994s,+33d44m37.9598s,33,3589.0,8.5,K4,0.443,0.025,0.021,0.042,4;18,10.3,35,,4654.00,A,19 42 37.7,+33 29 41,4.99,0.47,F7   V,SIG 2580A,0.444,179,0.0450,2.8,G,19 46 25.5,+33 43 39
,,,,,,,,,,,,,,,,,,,,4654.00,B,19 42 39.6,+33 29 49,8.56,1.04,K6   d,SIG 2580B,0.443,178,,,,19 46 27.4,+33 43 48
1198,N3 Cygn,19,55.9,53,21,19h57m29.6069s,+53d37m13.7673s,,,Var,Q,,,0.009,0.018,6;19,12.5,28,,4739.00,,19 55 54.0,+53 21 00,17.10,,Q,Nova3 Cyg19,0.009,,0.0151,8.0,G,19 58 24.0,+53 37 20
1199,Grb 3042,20,3.6,52,52,20h05m35.4327s,+53d09m14.6882s,52,2623.0,5.7,F5,0.335,0.215,0.206,0.012,5;21,9.7,31,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1200,Brad 2618,20,14.6,40,25,20h17m32.4564s,+40d43m39.3126s,40,4103.0,5.8,B2p,0.005,-0.003,-0.001,0.0,5;22,9.6,33,*,4841.00,M,20 14 34.3,+40 25 12,5.84,0.10,O9   V,,0.004,254,0.0048,7.0,G,20 18 06.9,+40 43 55
,,,,,,,,,,,,,,,,,,,*,4841.00,B,20 14 36.0,+40 25 00,8.10,,,,,,,,,20 18 08.7,+40 43 43
,,,,,,,,,,,,,,,,,,,*,4841.00,C,20 14 36.0,+40 25 00,11.11,0.19,B7   Vp,,,,,,,20 18 08.7,+40 43 43
,,,,,,,,,,,,,,,,,,,*,4841.00,D,20 14 36.0,+40 25 00,11.17,0.19,B8   Vp,,,,,,,20 18 08.7,+40 43 43
1201,S 749 B,20,22.3,-2,27,20h27m11.6943s,-02d07m17.4903s,-2,5282.0,8,F8,0.102,-0.084,-0.062,-0.004,5;20,11.5,32,,4867.00,A,20 22 16.2,-02 25 48,6.70,0.52,F8   V,,0.088,217,-0.0019,6.0,G,20 27 27.5,-02 06 11
,,,,,,,,,,,,,,,,,,,,4867.00,B,20 22 15.7,-02 26 48,7.50,0.52,F8,,0.097,235,,,,20 27 26.9,-02 07 09
1202,S 749 A,20,22.3,-2,26,20h27m11.6629s,-02d06m17.4921s,-2,5283.0,6.6,F8,0.102,-0.081,-0.069,-0.005,5;19,11.5,32,,4867.00,A,20 22 16.2,-02 25 48,6.70,0.52,F8   V,,0.088,217,-0.0019,6.0,G,20 27 27.5,-02 06 11
,,,,,,,,,,,,,,,,,,,,4867.00,B,20 22 15.7,-02 26 48,7.50,0.52,F8,,0.097,235,,,,20 27 26.9,-02 07 09
1203,WB 759,20,23.7,18,26,20h27m31.1515s,+18d45m47.1823s,18,4505.0,6.8,G5,0.343,0.336,0.346,0.01,5;14,10.5,17,*,4870.00,A,20 23 44.9,+18 26 23,6.91,0.64,G2   V,,0.352,100,0.0168,8.1,F,20 28 18.6,+18 46 09
1204,Gamma Equl,21,5.5,9,44,21h09m51.3779s,+10d08m22.6615s,9,4732.0,4.8,F0p,0.165,0.058,0.056,0.015,6;29,11.2,38,,5091.00,,21 05 28.6,+09 43 43,4.69,0.26,F0   IIIp,GAM Equ,0.159,160,0.0266,8.2,G,21 10 20.4,+10 07 53
1205,6 Equl,21,5.7,9,38,21h09m51.5423s,+10d02m22.6697s,9,4735.0,6,A2,0.021,-0.013,0.004,0.012,6;26,11.2,38,,5093.00,,21 05 39.6,+09 38 28,6.07,0.02,A2   V s,6 Equ,0.020,9,0.0077,8.2,G,21 10 31.2,+10 02 56
1206,Lal 43372,22,8.6,25,27,22h12m37.7718s,+25d56m39.3675s,25,4691.0,6.8,G5,0.154,-0.049,-0.052,0.003,6;15,10.8,16,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1207,33 Pegs,22,18.8,20,21,22h22m46.2323s,+20d51m18.1999s,20,5139.0,6.1,F5,0.333,0.333,0.318,0.045,7;18,9.8,18,,5416.00,,22 18 50.7,+20 20 34,6.20,0.49,F7   V,33 Peg,0.347,92,0.0354,5.1,F,22 23 39.6,+20 50 54
1208,Lal 44356,22,35.9,14,1,22h39m55.4028s,+14d32m15.9896s,13,4971.0,5.8,G5,0.3,0.263,0.254,0.021,6;25,11.6,34,*,5490.00,,22 35 55.2,+14 01 24,5.71,0.72,G4   V,Ho 296,0.301,63,0.0273,4.6,G,22 40 52.6,+14 32 56
1209,Grb 3930,22,52.0,49,12,22h56m23.126s,+49d44m02.5184s,48,3887.0,5.1,K0,0.002,-0.001,-0.024,-0.003,5;14,9,20,,5564.00,,22 52 02.8,+49 11 58,4.95,1.78,K5   Ib,,0.016,323,-0.0032,7.5,G,22 56 25.9,+49 44 01
1210,51 Pegs,22,52.6,20,14,22h56m53.289s,+20d46m03.1376s,19,5036.0,5.6,G0,0.209,0.2,0.228,0.069,7;19,11.4,18,,5568.00,,22 52 33.0,+20 13 58,5.49,0.67,G2-3 V,51 Peg,0.208,77,0.0575,5.1,F,22 57 27.9,+20 46 07
1211,Brad 3084,23,12.1,52,40,23h16m32.3131s,+53d12m44.8118s,52,3410.0,5.6,F8,0.262,0.111,0.11,0.02,5;17,10.4,19,*,5633.00,,23 12 08.6,+52 40 27,5.54,0.52,F7   V,,0.255,154,0.0383,6.4,P,23 16 42.3,+53 12 49
1212,Omega Sigma 507 C,23,43.8,64,20,23h47m49.479s,+64d53m20.5221s,64,1860.0,8.5,,0.006,-0.004,-0.001,0.006,7;20,10.3,15,*,5761.00,,23 43 48.2,+64 19 14,6.41,0.06,A0pSrSi:C*,,0.025,59,0.0091,11.1,,23 48 39.1,+64 52 36
1213,Sigma 3048 B,23,53.0,23,47,23h58m06.2296s,+24d20m24.2025s,23,4830.0,9.3,,0.208,-0.09,-0.077,0.026,7;29,10.2,27,,5791.00,A,23 52 57.5,+23 47 29,8.20,,G5,,0.205,195,0.0310,7.3,G,23 58 03.4,+24 20 33
,,,,,,,,,,,,,,,,,,,,5791.00,B,23 52 55.0,+23 47 00,9.30,,,,0.031,206,,,,23 58 01.1,+24 20 21
1213a,Sigma 3048 A,23,53.0,23,47,23h58m06.2296s,+24d20m24.2025s,23,4830.0,8.2,G5,0.197,-0.055,-0.088,0.027,6;22,10.2,28,,5791.00,A,23 52 57.5,+23 47 29,8.20,,G5,,0.205,195,0.0310,7.3,G,23 58 03.4,+24 20 33
,,,,,,,,,,,,,,,,,,,,5791.00,B,23 52 55.0,+23 47 00,9.30,,,,0.031,206,,,,23 58 01.1,+24 20 21
1214,Lal 1405,0,46.1,-5,35,00h51m04.7753s,-05d02m20.2163s,-5,138.0,6.8,G0,0.309,0.282,0.252,0.022,5;20,11.3,30,,171.00,,00 46 04.3,-05 34 48,6.76,,G5   V,,0.279,117,0.0318,7.3,F,00 51 10.8,-05 02 21
1215,Lal 5140,2,41.0,-5,23,02h45m59.4699s,-04d57m44.2429s,-5,514.0,7.9,F2,,,0.039,-0.002,5;20,12,28,,562.00,,02 40 59.8,-05 22 39,7.90,,F2,,0.034,86,0.0012,8.4,,02 45 59.5,-04 57 23
,,,,,,,,,,,,,,,,,,,,563.01,,02 41 10.0,-05 22 54,16.22,1.91,,LP 651-7,2.525,138,0.0603,8.2,,02 46 20.7,-05 00 48
1216,32 Pers,3,14.7,42,58,03h20m42.413s,+43d19m46.1625s,42,750.0,5,A2,0.057,-0.056,-0.061,0.018,4;16,10.8,30,,696.00,,03 14 44.4,+42 58 05,4.95,0.04,A3   V,32 Per,0.063,267,0.0229,7.2,,03 21 26.5,+43 19 46
1217,4 Taur,3,24.9,11,0,03h29m28.0967s,+11d20m42.8376s,10,452.0,5.1,A0,0.021,-0.006,-0.018,-0.006,5;22,10.9,29,,732.00,,03 24 56.4,+10 59 37,5.14,-0.03,A0   Vn,4 Tau,0.033,209,0.0004,8.4,,03 30 24.4,+11 20 10
1218,Lal 7892,4,8.7,12,6,04h13m33.1215s,+12d21m19.5726s,11,583.0,6.9,G0,0.345,0.339,0.327,0.023,5;21,11.9,31,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1219,Beta Erid,5,2.9,-5,13,05h06m55.6946s,-05d04m59.0058s,-5,1162.0,2.9,A3,0.117,-0.085,-0.086,0.03,5;23,10.9,34,*,1158.00,,05 02 55.9,-05 12 56,2.79,0.13,A3   III,BET Eri,0.128,231,0.0466,5.6,G,05 07 50.9,-05 05 11
1220,51 Orio,5,37.3,1,26,05h42m10.7752s,+01d28m58.2642s,1,1105.0,5.2,G5,0.052,-0.049,-0.054,0.014,5;23,10.6,30,,1310.00,,05 37 18.2,+01 25 34,4.91,1.17,K1   III,51 Ori,0.064,256,0.0128,2.6,G,05 42 28.5,+01 28 28
1221,Omega Gemi,6,56.3,24,21,07h02m05.679s,+24d12m29.2038s,24,1502.0,5.2,K0,0.013,-0.002,-0.001,0.01,4;17,11.2,30,,1645.00,,06 56 19.1,+24 21 29,5.18,0.94,G5   Ib-I*,OME Gem,0.008,249,0.0125,7.2,,07 02 24.7,+24 12 55
1222,21 Lync,7,19.2,49,25,07h26m32.8276s,+49d13m11.6126s,49,1623.0,4.4,A0,0.048,-0.006,-0.005,0.01,5;23,10.8,30,,1741.00,,07 19 10.2,+49 24 36,4.64,-0.02,A1   V,21 Lyn,0.054,193,0.0122,7.3,G,07 26 42.8,+49 12 41
1223,28 Mono,7,56.1,-1,7,08h01m04.8436s,-01d23m31.238s,0,1882.0,4.9,K0,0.098,0.059,0.072,0.003,6;25,10.9,29,,1904.00,,07 56 08.0,-01 06 53,4.68,1.49,K4   III,28 Mon,0.099,139,0.0081,7.3,G,08 01 13.3,-01 23 33
1224,Zeta Mono,8,3.6,-2,42,08h08m01.7171s,-02d59m23.7901s,-2,2450.0,4.4,G0,0.022,-0.021,0.001,-0.004,4;18,10,29,,1932.00,,08 03 34.0,-02 41 33,4.34,0.97,G2   Ib,ZET Mon,0.023,255,-0.0005,6.0,G,08 08 35.6,-02 59 01
1225,Chi U Maj,8,56.8,47,33,09h02m50.2445s,+47d09m26.117s,47,1633.0,3.7,A0,0.07,-0.029,-0.039,0.005,7;29,11.8,34,,2162.00,,08 56 47.9,+47 33 07,3.60,0.00,A1   Vn,KAP UMa,0.067,210,0.0111,5.7,G,09 03 37.4,+47 09 23
1226,43 Lync,9,35.8,40,13,09h41m12.4398s,+39d45m47.4927s,40,2241.0,5.5,K0,0.073,-0.056,-0.03,0.015,5;21,11.3,29,,2297.00,,09 35 48.6,+40 12 49,5.62,0.95,G8   III,43 Lyn,0.071,226,0.0186,8.4,,09 42 00.3,+39 45 28
1227,Lal 21008,10,50.9,28,17,10h55m27.9586s,+27d45m01.1382s,28,1952.0,8.6,K0,0.472,-0.452,-0.431,0.028,5;22,12.2,31,*,2548.00,,10 50 52.0,+28 16 36,8.40,0.73,G6   d,,0.466,252,0.0311,8.4,,10 56 16.4,+27 44 21
1228,Tau Leon,11,22.8,3,24,11h27m08.5103s,+02d50m59.3214s,3,2504.0,5.2,K0,0.028,0.022,0.047,0.03,7;28,11.2,30,,2650.00,,11 22 47.6,+03 24 25,4.95,1.00,G7.5 IIIa,TAU Leo,0.022,135,0.0328,9.4,G,11 27 56.2,+02 51 22
1229,95 Leon,11,50.5,16,12,11h55m08.622s,+15d38m36.4725s,16,2319.0,5.5,A2,0.027,0.027,0.007,-0.009,7;28,11.6,29,,2758.00,,11 50 31.9,+16 12 11,5.53,0.11,A3   V,95 Leo,0.009,109,-0.0046,11.1,,11 55 40.5,+15 38 47
1230,7 Virg,11,54.8,4,13,11h59m07.5249s,+03d39m35.6455s,4,2556.0,5.2,A0,0.021,-0.013,0.015,0.013,6;23,11.6,30,,2766.00,,11 54 49.5,+04 12 43,5.37,0.00,A1   V,7 Vir,0.022,244,0.0144,8.2,G,11 59 56.9,+03 39 18
1231,10 Virg,12,4.6,2,28,12h09m07.2408s,+01d54m36.2422s,2,2517.0,6.1,K0,0.188,0.048,0.051,-0.003,7;26,11.9,29,*,2801.00,,12 04 33.7,+02 27 33,5.95,1.12,K3   III,10 Vir,0.187,167,0.0111,8.7,F,12 09 41.2,+01 53 52
1232,5 C Ven,12,19.2,52,7,12h23m51.5066s,+51d33m44.1784s,52,1626.0,5,K0,0.014,0.011,0.037,0.032,6;22,11.6,29,,2854.00,,12 19 09.9,+52 06 58,4.80,0.87,G6   IIIB*,5 CVn,0.014,56,0.0362,9.8,,12 24 01.4,+51 33 44
1233,16 Coma,12,22.0,27,23,12h27m00.0873s,+26d49m46.8664s,27,2134.0,5,A2,0.012,0.004,-0.015,0.016,4;16,11.1,28,,2869.00,,12 21 59.2,+27 22 46,5.00,0.08,A4   V,16 Com,0.022,218,0.0220,7.2,,12 26 59.2,+26 49 32
1234,49 Virg,13,2.7,-10,12,13h07m14.2568s,-10d44m05.4218s,-9,3628.0,5.3,K,0.024,0.018,0.021,0.013,8;30,10.8,27,,2996.00,,13 02 39.3,-10 12 20,5.19,1.14,K2   III,49 Vir,0.019,129,0.0239,10.1,G,13 07 53.8,-10 44 25
1235,Lal 25538,13,47.4,34,56,13h51m24.9636s,+34d26m18.7332s,35,2496.0,5,Ma,0.04,-0.02,-0.019,0.022,5;18,11.3,30,,3165.00,,13 47 22.7,+34 56 22,4.74,1.66,K5   III,,0.042,210,0.0259,8.4,,13 51 47.4,+34 26 39
1236,10 Drac,13,48.5,65,13,13h50m55.8276s,+64d43m19.748s,65,963.0,4.8,Ma,0.005,0.005,0.005,0.018,6;24,11.9,31,,3169.00,,13 48 30.6,+65 13 01,4.65,1.58,M3.5 III,10 Dra,0.007,210,0.0083,7.2,F,13 51 25.9,+64 43 23
1237,Pi 1 Boot,14,36.0,16,51,14h40m41.9413s,+16d25m15.1718s,,,4.9,,0.02,0.02,0.028,-0.014,5;20,,30,,3316.00,A,14 36 01.6,+16 50 48,4.94,-0.03,B9pMnHgSi,PI1 Boo,0.016,38,-0.0003,6.4,F,14 40 43.7,+16 25 05
,,,,,,,,,,,,,,,,,,,,3316.00,B,14 36 01.9,+16 50 47,5.88,0.24,A6   V,PI2 Boo,0.005,0,,,,14 40 43.9,+16 25 03
1238,Pi 2 Boot,14,36.0,16,51,14h40m41.9413s,+16d25m15.1718s,,,5.8,,0.02,-0.018,0.02,0.008,6;23,,30,,3316.00,A,14 36 01.6,+16 50 48,4.94,-0.03,B9pMnHgSi,PI1 Boo,0.016,38,-0.0003,6.4,F,14 40 43.7,+16 25 05
,,,,,,,,,,,,,,,,,,,,3316.00,B,14 36 01.9,+16 50 47,5.88,0.24,A6   V,PI2 Boo,0.005,0,,,,14 40 43.9,+16 25 03
,Sigma 1864 mean,,,,,0,0,17,2768.0,,A0,,,,-0.003,4,12.1,30,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1239,10    Serp,15,23.6,2,11,15h28m03.7232s,+01d50m08.9233s,2,2965.0,5.1,A5,0.091,-0.079,-0.067,0.025,5;18,10.7,30,,3494.00,,15 23 35.0,+02 11 21,5.17,0.23,A8   IV,10 Ser,0.091,250,0.0291,7.0,G,15 28 38.2,+01 50 31
1240,16    Serp,15,31.7,10,21,15h35m48.1264s,+10d01m03.4344s,10,2884.0,5.4,K0,0.139,0.034,0.061,0.026,6;22,11.6,30,,3527.00,,15 31 41.1,+10 20 40,5.26,0.95,K0   III:*,16 Ser,0.135,162,0.0291,9.8,,15 36 29.5,+10 00 36
1241,Pi 15h198,15,45.1,62,55,15h46m31.0413s,+62d36m31.8168s,63,1225.0,5.1,A2,0.07,0.038,0.05,0.01,4;18,10.9,30,,3583.00,,15 45 08.3,+62 54 30,5.19,0.04,A2   IV,,0.066,151,0.0153,7.2,,15 46 39.9,+62 35 57
1242,Lal 30540,16,39.8,50,8,16h41m37.4466s,+49d56m36.9645s,50,2319.0,6.6,F5,0.168,0.138,0.139,0.032,5;19,12.1,,,3804.00,,16 39 49.1,+50 07 38,6.60,0.48,F8   V,,0.167,131,0.0346,8.4,,16 42 27.8,+49 56 11
1243,Gr 2612,18,31.7,52,16,18h33m16.139s,+52d20m40.1777s,52,2238.0,5.4,K0,0.007,0.001,0.0,0.0,4;17,10.7,28,,4282.00,,18 31 40.5,+52 16 26,5.36,1.09,K0   III,,0.019,279,0.0033,7.2,,18 33 56.5,+52 21 12
1244,Lal 34931,18,42.0,26,33,18h46m01.6866s,+26d39m22.638s,26,3349.0,4.9,K0,0.031,0.016,0.015,0.018,5;19,10.9,28,,4333.00,,18 42 02.6,+26 33 18,4.83,1.20,K3   III,,0.030,33,0.0226,7.3,G,18 46 04.5,+26 39 43
1245,Lal 35511,18,55.7,26,6,18h59m03.742s,+26d14m13.7244s,26,3418.0,5.3,K0,0.095,0.093,0.084,-0.005,8;31,10.5,30,,4409.00,,18 55 40.9,+26 05 30,5.27,1.24,K2   III,,0.088,97,-0.0021,12.5,,18 59 45.4,+26 13 48
1246,16 Lyra,18,58.6,46,48,19h00m49.4863s,+46d56m33.8885s,46,2602.0,5.1,A5,0.093,0.024,0.012,0.028,4;19,10.2,28,*,4425.00,,18 58 36.5,+46 47 34,5.01,0.19,A7   V,16 Aql,0.081,166,0.0329,7.2,,19 01 26.4,+46 56 05
1247,Lal 35836,19,2.7,28,28,19h05m57.5098s,+28d37m12.3894s,28,3193.0,5.5,A5,0.101,0.075,0.091,0.02,3;12,10.6,28,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1248,20 Cygn,19,48.1,52,44,19h50m30.6063s,+52d59m19.8675s,52,2547.0,5.2,K2,0.072,-0.013,-0.015,0.009,5;20,10,28,,4684.00,,19 48 07.1,+52 44 02,5.03,1.28,K3   IIIC*,20 Cyg,0.068,191,0.0126,8.4,,19 50 37.7,+52 59 16
1249,Phi Aqil,19,51.5,11,9,19h55m43.9222s,+11d24m51.6512s,11,4055.0,5.3,A2,0.024,0.023,0.03,0.016,5;20,10.4,29,,4711.00,,19 51 30.0,+11 09 29,5.28,-0.01,A1   IV,PHI Aql,0.034,72,0.0204,8.4,,19 56 14.2,+11 25 25
1250,Lal 38100,19,54.4,-10,13,19h59m28.1299s,-09d56m42.522s,-10,5238.0,5.9,F8,0.486,-0.283,-0.289,0.034,8;30,11.6,30,,4733.00,,19 54 21.0,-10 13 10,5.88,0.58,F8   V,,0.483,215,0.0398,7.9,G,19 59 47.3,-09 57 30
1251,26 Cygn,19,58.5,49,50,20h00m49.3926s,+50d06m37.867s,49,3158.0,5.3,K0,0.022,0.022,0.019,0.011,6;23,11.1,29,*,4752.00,,19 58 31.7,+49 49 34,5.05,1.11,K1   II-I*,26 Cyg,0.017,70,0.0135,9.8,,20 01 21.6,+50 06 16
1252,Eta Sgte,20,0.7,19,42,20h04m25.8602s,+19d58m59.0506s,19,4277.0,5.3,K0,0.083,0.027,0.025,0.028,5;21,10.5,29,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1253,22 Vuip,20,11.2,23,12,20h15m19.1553s,+23d30m20.2908s,23,3944.0,5.4,G5,0.015,-0.006,-0.002,0.0,6;23,10.4,29,,4816.00,,20 11 11.0,+23 12 11,5.15,1.04,G3   Ib-II,22 Vul,0.015,146,0.0027,9.8,,20 15 30.3,+23 30 31
1254,4 Aqar,20,46.1,-6,0,20h51m17.4721s,-05d37m34.4612s,-6,5604.0,6,F2,0.093,0.092,0.097,0.021,7;24,10.9,30,,4983.00,M,20 46 07.6,-06 00 02,5.99,0.46,"F5+F7V,V",4 Aqr,0.096,90,0.0276,8.5,G,20 51 25.8,-05 37 36
1255,Lal 40484,20,51.7,1,20,20h56m04.8021s,+01d42m56.962s,1,4397.0,7.1,K0,0.215,-0.033,0.008,0.005,6;23,12,33,,5017.00,,20 51 42.6,+01 20 13,7.10,,K0,,0.196,183,0.0074,9.8,,20 56 47.4,+01 42 55
1256,3 Equl,20,59.6,5,6,21h03m58.681s,+05d29m46.652s,4,4606.0,5.9,K2,0.022,0.022,0.023,0.006,7;27,10.5,30,*,5066.00,,20 59 35.8,+05 06 19,5.61,1.65,K5   III,3 Equ,0.016,50,0.0096,11.1,,21 04 34.6,+05 30 10
1257,Nu Aqar,21,4.1,-11,47,21h09m26.1754s,-11d22m41.592s,-11,5538.0,4.5,K0,0.097,0.096,0.096,0.008,5;17,11.1,30,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1258,78 Drac,21,41.9,71,52,21h42m12.5032s,+72d19m30.14s,71,1082.0,5.4,K0,0.055,-0.044,-0.064,0.011,6;21,11.2,26,,5259.00,,21 41 51.1,+71 51 42,5.17,1.05,K0-  IIIC*,,0.063,232,0.0145,8.1,G,21 43 04.0,+72 19 12
1259,Theta Pegs,22,5.2,5,42,22h10m00.8268s,+06d11m27.9232s,5,4961.0,3.7,A2,0.28,0.278,0.276,0.046,6;22,11.2,31,,5362.00,,22 05 09.2,+05 42 20,3.53,0.08,A2   Vp,THE Peg,0.276,84,0.0475,7.7,G,22 10 11.9,+06 11 51
