Entry Number,Field Name,Magnitude,RA,Dec,Equinox,TSC No.,TSC Name,RA1950,Dec1950
1622,Fu_46,9.9/10.4,17 10 40,+45 44 42,1950,,,,
,,,,,,,,,
1624,Sigma_2146,"8.0/10.0<3""",17 12 02,+54 11 45,1950,,,,
1625,Sigma_2146,7.0,17 12 03,+54 11 45,1950,,,,
1626,Lal_31536,5.5,17 12 06,+62 55 51,1950,,,,
1627,36_Ophiuchis,"5.3/5.3<4""",17 12 16,-26 31 52,1950,,,,
1628,alpha_Herculis(var),6.0,17 12 21,+14 26 44,1950,,,,
1629,delta_Herculis,3.2,17 12 58,+24 53 48,1950,,,,
1630,GC_23298,_,17 13 08,-26 28 33,1950,,,,
1631,pi_Herculis,3.4,17 13 18,+36 51 51,1950,,,,
1632,G_240-51,13.4,17 13 28,+69 34.9 _,1950,,,,
1633,41_Ophiuchis,4.8,17 14 02,-00 23 25,1950,,,,
1634,u_Herculis,5.0,17 15 28,+33 09 09,1950,,,,
1635,#Sigma_2155,"6.5/9.5<10""",17 15 53,+60 43 24,1950,,,,
1636,69_Herculis,4.8,17 15 56,+37 20 33,1950,,,,
1637,W672A,"14.2/15.6<12""",17 16 05,+02 00.2 _,1950,,,,
1638,e_Ophiuchis,5.3,17 16 15,+10 55 01,1950,,,,
1639,beta_628,9.0/9.5,17 16 31,+32 42 46,1950,,,,
1640,Lal_31528,8.0,17 17 49,+09 30 53,1950,,,,
1641,Ross_868,11.2,17 17 54,+26 32.8 _,1950,,,,
1642,53_Serpentis,4.4,17 18 00,-12 47 52,1950,,,,
1643,Pi_17h71,5.3,17 18 07,+25 35 13,1950,,,,
1644,Lal_31546,7.0,17 18 36,+01 29 16,1950,,,,
1645,70_Herculis,5.1,17 18 50,+24 32 52,1950,,,,
1646,72_Herculis,5.4,17 18 56,+46 17 20,1950,,,,
1647,Lal_31568,5.2,17 18 56,-24 57 09,1950,,,,
1648,Lal_31693,6.3,17 19 13,+48 14 13,1950,,,,
1649,Lal_31694,5.7,17 20 05,+40 01 21,1950,,,,
1650,Lal_31662,6.8,17 20 24,+24 55 41,1950,,,,
1651,Lal_32025,8.3,17 21 56,+73 03 27,1950,,,,
1652,75_Herculis,"4.4/5.1<4""",17 21 57,+37 11 26,1950,,,,
1653,WB_322,7.9,17 23 15,+02 10 13,1950,,,,
1654,27_H._Ophiuchis,4.6,17 23 58,-05 02 38,1950,,,,
1655,49_Ophiuchis,4.4,17 24 01,+04 10 55,1950,,,,
1656,Lal_31822,8.1,17 24 51,+31 07 03,1950,,,,
1657,Fed_2895,7.0,17 25 09,+67 20 55,1950,,,,
1658,Lal_31842,8.0,17 25 35,+26 49 54,1950,,,,
1659,Lal_31804,5.2,17 26 16,+00 22 09,1950,,,,
1660,Sigma_2180,7.0/7.2,17 27 45,+50 54 29,1950,,,,
1661,Sigma_2173,5.3,17 27 49,-01 01 22,1950,,,,
1662,+5o3409,9.2,17 27 55,+05 35.3 _,1950,,,,
1663,76_Herculis,4.5,17 28 42,+26 08 49,1950,,,,
1664,beta_Draconis,3.0,17 29 18,+52 20 15,1950,,,,
1665,#63o1358,7.5,17 29 26,+63 53 30,1950,,,,
1666,BD_+5o3409,9.32,17 30 22,+05 32 54,2000,,,,
1667,24_Draconis,5.2,17 31 11,+55 13 03,1950,,,,
1668,Lal_32012,5.6,17 31 12,+19 17 29,1950,,,,
1669,Dr_2444,5.8,17 31 31,+41 16 39,1950,,,,
1670,L_846-64,13.5,17 32 02,-13 56 00,1950,,,,
1671,27_Draconis,5.2,17 32 09,+68 10 01,1950,,,,
1672,Sigma_2185,"7.0/10.0<28""",17 32 17,+06 02 27,1950,,,,
1673,Porter_998,8.5,17 32 18,+06 02 28,1950,,,,
1674,alpha_Ophiuchis,2.1,17 32 36,+12 35 41,1950,,,,
1675,26_Draconis,5.3,17 34 28,+61 54 45,1950,,,,
1676,82_Herculis,5.5,17 35 19,+48 36 49,1950,,,,
1677,Lal_34575,5.5,18 34 47,+33 25 32,1950,,,,
1678,Groom_2630,8.0,18 34 49,+63 39 27,1950,,,,
1679,AOe_17415,9.1,17 36 42,+68 23 07,1950,,,,
1680,Pi_180,6.6,17 36 47,+03 34 59,1950,,,,
1681,omega_Draconis,5.0,17 37 14,+68 46 52,1950,,,,
1682,Sigma_2199,"7.3/7.8<2""",17 37 42,+55 47 10,1950,,,,
1683,G170-55,9.62,17 37 54,+18 35 30,2000,,,,
1684,iota_Herculis,3.8,17 38 03,+46 01 55,1950,,,,
1685,56_Serpentis,4.4,17 38 36,-12 51 01,1950,,,,
1686,Sigma_2194,"6.5/8.5<16""",17 39 02,+24 32 12,1950,,,,
1687,beta_1251,5.7,17 39 43,+16 00 _,1950,,,,
1688,Sigma_2218,"6.5/7.7<2""",17 39 58,+63 41 50,1950,,,,
1689,83_Herculis,5.6,17 40 25,+24 35 16,1950,,,,
1690,beta_Ophiuchis,2.9,17 41 00,+04 35 11,1950,,,,
1691,Lal_32390,7.4,17 41 09,+21 38 21,1950,,,,
1692,84_Herculis,6.0,17 41 18,+24 20 53,1950,,,,
1693,Sigma_2200,"8.0/8.8<1.""6",17 41 24,+05 51 56,1950,,,,
1694,#Lal_32769,8.4,17 42 04,+72 26 18,1950,,,,
1695,43o2796,10.5,17 42 25,+43 24.3 _,1950,,,,
1696,#31_Draconis,4.9/6.0,17 42 49,+72 10 26,1950,,,,
1697,4_Draconis,"4.9/6.1<31""",17 42 49,+72 10 26,1950,,,,
1698,Sigma_2205,"8.3/8.7<1.""9",17 43 28,+17 44 03,1950,,,,
1699,mu_Herculis,3.5,17 44 29,+27 44 55,1950,,,,
1700,#Lal_32518,6.9,17 44 39,+25 46 03,1950,,,,
1701,gamma_Ophiuchis,3.7,17 45 23,+02 43 28,1950,,,,
1702,87_Herculis,5.3,17 46 47,+25 38 17,1950,,,,
1703,30_Draconis,5.4,17 47 52,+50 47 31,1950,,,,
1704,G240-72,14,17 48 01,+70 52 48,2000,,,,
1705,Gamma_Ophiuchis(var),6.1-6.5,17 49 57,-06 07 59,1950,,,,
1706,#Porter_1009,7.6,17 50 16,-07 54 21,1950,,,,
1707,Br_2245,6.1,17 50 27,+39 59 31,1950,,,,
1708,Lal_32707,5.8,17 50 47,+06 06 36,1950,,,,
1709,90_Herculis,"5.1/9.0<1.""7",17 51 40,+40 00 58,1950,,,,
1710,35_Draconis,5.0,17 51 41,+76 58 15,1950,,,,
1711,35_Draconis,5.5,16 51 41,+76 58 14,1950,,,,
1712,Lal_32762,6.3,17 51 54,+11 08 28,1950,,,,
1713,32_Draconis,3.9,17 52 39,+56 52 47,1950,,,,
1714,89_Herculis,5.5,17 53 24,+26 03 23,1950,,,,
1715,Lal_32881,6.7,17 54 26,+18 37 04,1950,,,,
1716,theta_Herculis,4.0,17 54 32,+37 15 21,1950,,,,
1717,Barnard's_Star,11.0,17 55 23,+04 33 18,1950,,,,
1718,gamma_Draconis,2.4,17 55 26,+51 29 38,1950,,,,
1719,xi_Herculis,3.8,17 55 49,+29 15 07,1950,,,,
1720,nu_Ophiuchis,3.5,17 56 16,-09 46 09,1950,,,,
1721,LP_9-231,15.4,17 56 24,+82 45.2 _,1950,,,,
1722,nu_Herculis,4.5,17 56 35,+30 11 32,1950,,,,
1723,93_Herculis,4.7,17 57 49,+16 45 08,1950,,,,
1724,57_Serpentis,4.6,17 57 50,-03 41 19,1950,,,,
1725,67_Ophiuchis,3.9,17 58 08,+02 55 56,1950,,,,
1726,Lal_33085,7.2,17 58 44,+29 34 11,1950,,,,
1727,Sigma_2262,"5.1/6.0<2.""0",17 59 _,-08 11 _,1950,,,,
1728,68_Ophiuchis,"4.4/10.0<1""",17 59 13,+01 18 17,1950,,,,
1729,95_Herculis,"5.2/5.1<6""",17 59 23,+21 35 40,1950,,,,
1730,G139-8,11.8,17 59 30,+16 13 30,1950,,,,
1731,96_Herculis,5.1,18 00 14,+20 49 55,1950,,,,
1732,#Hough_564,7.0,18 00 29,+26 19 11,1950,,,,
1733,O_Sigma_349,"8.2/8.6<0.""5",18 00 54,+83 54 00,1950,,,,
1734,Lal_33193,6.7,18 01 59,+30 22 39,1950,,,,
1735,tau_Ophiuchis,"5.3/6.0<2""",18 00 21,-10 55 _,1950,,,,
1736,G20-22,9.38,18 02 29,-03 01.9 _,1950,,,,
1737,70_Ophiuchis,"4.1/6.1<4""",18 02 55,+02 30 30,1950,,,,
1738,Lal_33251,7.2,18 03 02,+33 16 13,1950,,,,
1739,#WB_1236,7.0,18 03 09,+04 39 23,1950,,,,
1740,O_Sigma_341,6.4/7.7,18 03 42,+21 26 25,1950,,,,
1741,#41_Draconis,6.0,18 03 53,+79 59 59,1950,,,,
1742,28_Herculis,5.3,18 03 55,+22 12 46,1950,,,,
1743,WB_1236,6.8,18 03 09,+04 39 22,1950,,,,
1744,Lal_33243,8.5,18 04 05,+15 34 18,1950,,,,
1745,Porter_1019,7.0,18 04 27,+08 52 16,1950,,,,
1746,71_Ophiuchis,4.7,18 04 54,+08 43 33,1950,,,,
1747,72_Ophiuchis,3.7,18 04 58,+09 33 18,1950,,,,
1748,Lal_33243,8.5,18 04 05,+15 34 18,1950,,,,
1749,Porter_1019,7.0,18 04 27,+08 52 16,1950,,,,
1750,71_Ophiuchis,4.7,18 04 54,+08 43 33,1950,,,,
1751,72_Ophiuchis,3.7,18 04 58,+09 33 18,1950,,,,
1752,99_Herculis,6.0,18 05 07,+30 33 12,1950,,,,
1753,70_Ophiuchis_B,6.0,18 05 28,+02 30 00,2000,,,,
1754,70_Ophiuchis_A,4.03,18 05 28,+02 30 00,2000,,,,
1755,103_Herculis,3.8,18 05 35,+28 45 15,1950,,,,
1756,O_Sigma_344,"6.7/10.8<2""",18 05 51,+49 42 07,1950,,,,
1757,Ambr_5777,5.1,18 05 58,+43 27 15,1950,,,,
1758,Lal_33402,5.7,18 06 18,+36 23 42,1950,,,,
1759,102_Herculis,4.3,18 06 37,+20 48 18,1950,,,,
1760,101_Herculis,5.2,18 06 43,+20 02 09,1950,,,,
1761,73_Ophiuchis,"5.7/7.2<"".6",18 07 04,+03 58 59,1950,,,,
1762,beta_637,6.0,18 07 23,+03 06 42,1950,,,,
1763,Sigma_2289,"6.0/7.1<1.""2",18 07 54,+16 27 56,1950,,,,
1764,Ambr_5804,6.2,18 09 30,+54 16 15,1950,,,,
1765,104_Herculis,5.0,18 10 01,+31 23 29,1950,,,,
1766,Lal_33640,6.5,18 12 47,+29 11 38,1950,,,,
1767,W.B.255,8.0,18 13 25,+20 29.3 _,1950,,,,
1768,36_Draconis,5.0,18 13 36,+64 22 48,1950,,,,
1769,L_1064-75,12.4,18 13 48,+01 30.7 _,1950,,,,
1770,Grb_2535,6.3,18 14 06,+45 11 34,1950,,,,
1771,Porter_1025,6.1,18 14 15,-03 01 21,1950,,,,
1772,Lal_33793,6.1,18 15 31,+40 54 57,1950,,,,
1773,G204-58,"13.3/15.4<10""",18 16 25,+38 45 54,1950,,,,
1774,105-Herculis,5.5,18 17 07,+24 25 26,1950,,,,
1775,-1o3474,9.4,18 17 15,-01 57 40,1950,,,,
1776,Mu_15971,7.0,18 17 19,-09 36 56,1950,,,,
1777,kappa_Lyrae,4.3,18 18 06,+36 02 27,1950,,,,
1778,106_Herculis,5.0,18 18 10,+21 56 19,1950,,,,
1779,74_Ophiuchis,4.9,18 18 22,+03 21 11,1950,,,,
1780,eta_Serpentis,3.4,18 18 43,-02 54 48,1950,,,,
1781,beta_640,7.1,18 18 50,+27 30 18,1950,,,,
1782,108_Herculis,5.5,18 19 01,+29 50 02,1950,,,,
1783,107_Herculis,5.0,18 19 03,+28 50 41,1950,,,,
1784,Gr.2555,5.1,18 20 15,+49 05 43,1950,,,,
1785,phi_Draconis,4.2,18 20 28,+71 18 42,1950,,,,
1786,#Ambr_5868,5.5,18 20 36,+17 48 00,1950,,,,
1787,zeta_Scuti,4.8,18 20 55,-08 57 43,1950,,,,
1788,109_Herculis,4.1,18 21 33,+21 44 43,1950,,,,
1789,chi_Draconis,3.6,18 21 57,+72 42 41,1950,,,,
1790,mu_Lyrae,5.0,18 22 34,+39 28 43,1950,,,,
1791,39_Draconis,4.8,18 23 10,+58 46 16,1950,,,,
1792,Maan_403,8.0,18 23 47,+08 45 13,1950,,,,
1793,Maan_404,8.5,18 23 59,+08 35 30,1950,,,,
1794,59_Serpentis,"5.3/7.8<4""",18 24 38,+00 09 53,1950,,,,
1795,#Ross_137,12.8,18 24 45,+04 02.0 _,1950,,,,
1796,Gr_2571,8.3,18 25 15,+46 02 59,1950,,,,
1797,Lal_34118,8.4,18 25 47,-03 54 17,1950,,,,
1798,42_Draconis,4.9,18 25 50,+65 31 56,1950,,,,
1799,#LTT_7347,15.2,18 27 _,-4 30 00,_,,,,
1800,Lal_34175,8.2,18 27 16,-01 51 00,1950,,,,
1801,60_Serpentis,5.4,18 28 _,-2 0 00,_,,,,
1802,Lal_34288,6.6,18 28 32,+20 46 57,1950,,,,
1803,Lal_34435,7.6,18 30 03,+44 58 39,1950,,,,
1804,Lal_34419,5.4,18 30 55,+30 30 55,1950,,,,
1805,alpha_Scuti,4.1,18 31 29,-08 16 51,1950,,,,
1806,45_Draconis,5.0,18 31 42,+57 00 24,1950,,,,
1807,Bradley_2329,5.2,18 32 15,-11 01 04,1950,,,,
1808,Lal_34496,7.8,18 32 41,+34 22 20,1950,,,,
1809,GC_25394,8.3,18 32 44,+51 41 06,1950,,,,
1810,Gr_2612,5.4,18 32 48,+52 18 47,1950,,,,
1811,Lal_34528,5.9,18 33 25,+34 24 58,1950,,,,
1812,45o2743,9.8,18 33 51,+45 42.0 _,1950,,,,
1813,#WB_18h710,5.4,18 34 04,+09 04 53,1950,,,,
1814,Ambr_5947,5.6,18 34 13,+06 37 51,1950,,,,
1815,Lal_34575,5.5,18 34 47,+33 25 32,1950,,,,
1816,Groom_2630,8.0,18 34 49,+63 39 27,1950,,,,
1817,Sigma_2365,"8.5/10.0<20""",18 34 49,+63 39 27,1950,,,,
1818,Vega,0.1,18 35 14,+38 44 09,1950,,,,
1819,Lal_35424,6.5,18 35 46,-03 19 21,1950,,,,
1820,Chi_Ophiuchi,"6.5-9.0/8.6<"".26",18 35 57,+08 47 18,1950,,,,
1821,#Lal_34817,6.0,18 36 03,+65 26 37,1950,,,,
1822,28o3039,8.2,18 36 19,+28 53 13,1950,,,,
1823,Gr_2624,8.7,18 36 28,+42 37 10,1950,,,,
1824,GD_214,14.3,18 37 04,+15 04.8 _,1950,,,,
1825,#Lal_34968,8.1,18 38 26,+67 04 39,1950,,,,
1826,Sigma_2384,"8.1/8.5<"".9",18 38 26,+67 04 39,1950,,,,
1827,Maan_406,8.7,18 39 00,+31 30 _,1950,,,,
1828,h_1337,"9.0/11.6<8.""9",18 39 00,+31 30 _,1950,,,,
1829,delta_Scuti,4.7,18 39 32,-09 06 07,1950,,,,
1830,epsilon_Scuti,5.1,18 40 47,-08 19 34,1950,,,,
1831,Wolf_851,13,18 41 39,+00 57 56,2000,,,,
1832,46_Draconis,5.1,18 41 39,+55 29 17,1950,,,,
1833,Lal_34853,5.5,18 41 58,+31 52 35,1950,,,,
,,,,,,,,,
1835,4_Aquilae,5.0,18 42 18,+02 00 26,1950,,,,
1836,G184-20,13.4,18 42 _,+16 0 00,1950,,,,
1837,Lal_34852,6.2,18 42 35,+23 32 18,1950,,,,
1838,epsilon_Lyrae,4.9/5.0,18 42 40,+39 36 59,1950,,,,
1839,epsilon_Lyrae,"5.1/6.0<3.""2",18 42 40,+39 37 03,1950,,,,
1840,Sigma_2375,"6.2/6.6<2.""4",18 43 00,+05 26 46,1950,,,,
1841,110_Herculis,4.5,18 43 30,+20 29 49,1950,,,,
1842,Sigma_2403,"6.2/9.0<1.""6",18 43 43,+60 59 41,1950,,,,
1843,Lal_34931,4.9,18 44 03,+26 36 26,1950,,,,
1844,beta_Scuti,4.5,18 44 31,-04 48 11,1950,,,,
1845,111_Herculis,4.4,18 44 48,+18 07 27,1950,,,,
1846,R_Scuti(var),4.8-7.8,18 44 48,-05 35 37,1950,,,,
1847,Nova_3_Aquilae(var),_,18 45 _,+00 30 _,_,,,,
1848,Lal_34986,8.1,18 46 07,+10 41 39,1950,,,,
1849,Sigma_2396,8.0/11.2,18 46 07,+10 41 39,1950,,,,
1850,beta_971,6.5,18 46 12,+49 22 32,1950,,,,
1851,Ross_154,10.5,18 46 41,-23 53 18,1950,,,,
1852,#Grb_2719,5.4,18 47 02,+74 01 41,1950,,,,
1853,#34o(3326),8.3,18 47 12,+34 28 49,1950,,,,
1854,Ross_142,10.0,18 47 31,+03 02.0 _,1950,,,,
1855,G184-32,12.9,18 47 57,+28 02.3 _,1950,,,,
1856,50_Draconis,5.4,18 47 59,+75 22 33,1950,,,,
1857,9_Lyrae,5.2,18 48 00,+32 29 31,1950,,,,
1858,beta_Lyrae(var),3.4-4.1,18 48 13,+33 17 33,1950,,,,
1859,Porter_1050,7.3,18 48 27,+74 40 01,1950,,,,
1860,Ross_160,10.5,18 49 37,+16 31 36,1950,,,,
1861,gr_2686,7.2,18 49 42,+38 33 54,1950,,,,
1862,Ross_154,10.6,18 49 46,-23 50 00,2000,,,,
1863,112_Herculis,5.3,18 50 08,+21 29 08,1950,,,,
1864,Amb_6063,5.6,18 50 27,+52 54 35,1950,,,,
1865,Grb_2699,5.6,18 50 28,+52 54 35,1950,,,,
1866,Lal_35383,5.0,18 51 59,+50 38 42,1950,,,,
1867,113_Herculis,4.6,18 52 38,+22 34 49,1950,,,,
1868,12_Lyrae,4.5,18 52 45,+36 50 02,1950,,,,
1869,62_Serpentis,5.7,18 53 01,+06 33 04,1950,,,,
1870,Porter_1051,8.1,18 53 13,-05 48 20,1950,,,,
1871,beta_1255,6.1,18 53 27,+48 47 46,1950,,,,
1872,63_Serpentis,"4.5/5.4<22""",18 53 43,+04 08 13,1950,,,,
1873,Lal_35346,8.3,18 53 47,+23 29 40,1950,,,,
1874,R_Lyrae,4.3,18 53 48,+43 52 45,1950,,,,
,,,,,,,,,
1876,114_G_Sgr,5.6,18 52 38,-16 26 21,1950,,,,
1877,eta_Scuti,5.0,18 54 23,-05 54 45,1950,,,,
1878,+5o3993,9.6,18 55 34,+05 51 24,1950,,,,
1879,48_Draconis,5.7,18 55 54,+57 44 52,1950,,,,
1880,Lal_35488,6.6,18 56 _,+30 04 _,1950,,,,
1881,Lal_35421,5.4,18 56 01,+17 17 32,1950,,,,
1882,Sigma_2438,7.6,18 56 38,+58 09 21,1950,,,,
1883,11_Aquilae,5.4,18 56 47,+13 33 15,1950,,,,
1884,gamma_Lyrae,3.3,18 57 04,+32 37 11,1950,,,,
1885,13_Aquilae,4.2,18 57 21,+14 59 56,1950,,,,
1886,Lal_35511,5.3,18 57 43,+26 09 35,1950,,,,
1887,lambda_Lyrae,5.1,18 58 07,+32 04 27,1950,,,,
1888,Mu_18396,7.2,18 58 40,+02 24 48,1950,,,,
1889,12_Aquilae,4.1,18 59 00,-05 48 39,1950,,,,
1890,Lal_35584,5.5,18 59 15,+26 13 08,1950,,,,
1891,16_Lyrae,5.1,19 00 01,+46 51 46,1950,,,,
1892,AC_70o8247,12.7,19 00 36,+70 34 00,1950,,,,
1893,zeta_Aquilae,3.0,19 03 06,+13 47 15,1950,,,,
1894,lambda_Aquilae,3.5,19 03 35,-04 57 32,1950,,,,
1895,51_Draconis,5.4,19 03 47,+53 19 08,1950,,,,
1896,18_Aquilae,5.1,19 04 37,+10 59 34,1950,,,,
1897,Lal_35836,5.5,19 04 38,+28 32 55,1950,,,,
1898,Ross_730,10.7,19 04 57,+20 48.8 _,1950,,,,
1899,17_Lyrae,5.0,19 05 32,+32 25 17,1950,,,,
1900,TT_Aquilae(var.),7.6-9.0,19 05 41,+01 13 07,1950,,,,
1901,WB_19h16,6.2,19 05 55,+21 37 03,1950,,,,
1902,Sigma_2469,"7.5/8.7<1.""6",19 06 05,+38 50 52,1950,,,,
1903,D'Ag_4909,6.5,19 06 26,+16 46 19,1950,,,,
1904,19_Aquilae,5.4,19 06 32,+05 59 35,1950,,,,
1905,Lal_35998,6.5/8.5<2',19 07 14,+34 30 58,1950,,,,
1906,Lal_36091,5.9,19 07 15,+52 20 42,1950,,,,
1907,Delta_19,7.3,19 07 19,+55 14 57,1950,,,,
1908,Porter_1065,8.0,19 08 _,+38 39 _,1950,,,,
1909,Se_2,"8.0/9.0<4""",19 09 26,+38 41 51,1950,,,,
1910,Wolf_1062,11.3,19 09 39,+02 48.5 _,1950,,,,
1911,59_Draconis,5.1,19 10 11,+76 28 41,1950,,,,
1912,beta_139,"6.4/8.0<"".8",19 10 19,+16 45 39,1950,,,,
1913,53_Draconis,5.2,19 10 43,+56 46 24,1950,,,,
1914,Sigma_2486,"6.3/7.2<10""",19 10 47,+49 45 36,1950,,,,
1915,21_Aquilae,5.1,19 11 11,+02 12 25,1950,,,,
1916,Fed_3124,7.0,19 11 16,+57 34 49,1950,,,,
1917,Sigma_2484,7.4,19 12 03,+18 58 37,1950,,,,
1918,4o4048,9.5,19 12 06,+05 02 00,1950,,,,
1919,delta_Draconis,3.2,19 12 32,+67 34 24,1950,,,,
1920,54_Draconis,5.3,19 13 01,+57 37 05,1950,,,,
1921,Ru_7256,7.1,19 13 16,+19 19 54,1950,,,,
1922,L1068-14,13.0,19 13 35,+04 00 36,1950,,,,
1923,22_Aquilae,5.4,19 14 02,+04 44 41,1950,,,,
1924,Am_6218,"5.5/9.5<8""",19 14 09,+14 27 17,1950,,,,
1925,theta_Lyrae,4.6,19 14 37,+38 02 36,1950,,,,
1926,omega_Aquilae,5.1,19 15 28,+11 30 13,1950,,,,
1927,+25o3780,8.4,19 15 49,+25 16 29,1950,,,,
1928,kappa_Cygni,4.0,19 15 56,+53 16 31,1950,,,,
1929,23_Aquilae,5.3,19 15 59,+00 59 33,1950,,,,
1930,24_Aquilae,6.5,19 16 17,+00 14 46,1950,,,,
1931,60_Draconis,4.6,19 16 31,+73 15 47,1950,,,,
1932,F4o4048,9.2,19 17 07,+08 57.7 _,1950,,,,
1933,G125-3,15.2,19 17 15,+38 38.0 _,1950,,,,
1934,Sigma_2502,"8.3/10.2<1.""0",19 17 15,+39 10 26,1950,,,,
1935,Bon_12845,8.8,19 17 18,+41 34 _,1950,,,,
1936,Am_6247,6.3,19 17 18,+49 28 34,1950,,,,
1937,28_Aquilae,5.4,19 17 19,+12 16 51,1950,,,,
1938,29_Aquilae,6.0,19 17 31,+11 26 27,1950,,,,
1939,LDS_678,"11.9/13.7<27.""2",19 17 51,-07 45 18,1950,,,,
1940,26_Aquilae,5.1,19 17 52,-05 30 38,1950,,,,
1941,Lal_36513,6.4,19 17 53,+37 14 21,1950,,,,
1942,27_Aquilae,5.5,19 18 00,-00 59 12,1950,,,,
1943,GD_219,13.1,19 19 23,+14 34.9 _,1950,,,,
1944,58_Draconis,4.6,19 20 24,+65 37 05,1950,,,,
1945,Lal_36663,6.5,19 21 40,+33 07 17,1950,,,,
1946,31_Aquilae,5.3,19 22 35,+11 50 09,1950,,,,
1947,delta_Aquilae,3.4,19 22 58,+03 00 48,1950,,,,
1948,4_Vulpec,5.3,19 23 16,+19 41 56,1950,,,,
1949,Am_6283,6.4,19 23 21,+24 49 16,1950,,,,
1950,RR_Lyrae(var.),7.5,19 23 52,+42 41 12,1950,,,,
1951,32_Aquilae,4.9,19 23 57,+00 14 14,1950,,,,
1952,Lal_36715,5.9,19 24 05,+12 55 18,1950,,,,
1953,4_Cygni,5.2,19 24 20,+36 12 59,1950,,,,
1954,Bo_12989,8.0,19 25 00,+49 21 _,1950,,,,
1955,6_Vulpec,4.6,19 26 37,+24 33 44,1950,,,,
1956,U_Aquilae(var.),6.2-6.9,19 26 39,-07 08 53,1950,,,,
1957,Lal_36921,8.2,19 26 51,+34 30 15,1950,,,,
1958,Ross_65,_,19 27 12,+00 55.3 _,1950,,,,
1959,31o3618,7.0,19 27 26,+31 30 35,1950,,,,
1960,36_Aquilae,5.2,19 28 02,-02 53 40,1950,,,,
1961,Lal_36868,7.3,19 28 12,-06 37 07,1950,,,,
1962,iota_Cygni,3.9,19 28 26,+51 37 20,1950,,,,
1963,beta_Cygni,"3.2/5.4<34""",19 28 42,+27 51 12,1950,,,,
1964,Maan_423,6.4,19 30 18,+58 29 03,1950,,,,
1965,mu_Aquillae,4.44,19 30 40,-18 43 21,1950,,,,
1966,Lal_37161,8.1,19 30 43,+50 04 10,1950,,,,
1967,Sigma_2540,"7.2/9.0<5""",19 31 06,+20 18 16,1950,,,,
1968,Lal_37074,8.4,19 31 09,+27 16 36,1950,,,,
1969,mu_Aquilae,4.6,19 31 38,+07 16 16,1950,,,,
1970,Alb_6750,9.0,19 32 09,+04 28 04,1950,,,,
1971,14o4157,9.7,19 32 09,+04 28 06,1950,,,,
1972,37_Aquilae,5.2,19 32 21,-10 40 16,1950,,,,
1973,9_Vulpec,4.9,19 32 23,+19 39 46,1950,,,,
1974,61_Draconis,4.8,19 32 27,+69 34 33,1950,,,,
1975,9_Cygni,5.4,19 32 51,+29 21 06,1950,,,,
1976,Sigma_2541,8.5,19 33 _,-10 37 _,1950,,,,
1977,Grb_2877,5.3,19 33 02,+42 18 08,1950,,,,
1978,Am_6333,5.6,19 33 02,+51 07 42,1950,,,,
1979,Porter_1085,7.9,19 33 27,-00 00 55,1950,,,,
1980,U_Vulpec(var.),6.5-7.6,19 34 26,+20 13 12,1950,,,,
1981,Lal_37334,5.2,19 35 01,+44 34 59,1950,,,,
1982,theta_Cygni,5.0,19 35 05,+50 06 15,1950,,,,
1983,42_Aquilae,5.5,19 35 08,-04 45 38,1950,,,,
1984,G185-32,13.7,19 35 11,+27 36.5 _,1950,,,,
1985,H_1428,6.6,19 36 33,+49 10 03,1950,,,,
1986,HBV_250,13.5,19 36 40,+27 29 _,1950,,,,
1987,phi_Cygni,4.8,19 37 24,+30 02 12,1950,,,,
1988,Gr_2907,5.9,19 37 34,+54 51 21,1950,,,,
1989,14_Cygni,5.5,19 37 49,+42 42 06,1950,,,,
1990,alpha_Sagittae,4.4,19 37 51,+17 53 50,1950,,,,
1991,45_Aquilae,5.5,19 38 08,-00 44 18,1950,,,,
1992,beta_Sagittae,4.6,19 38 48,+17 21 31,1950,,,,
1993,Amb_6366,5.0,19 39 17,+45 24 19,1950,,,,
1994,Sigma_2574,7.3,19 39 57,+62 32 43,1950,,,,
1995,47_Aquilae,5.4,19 40 12,+11 42 26,1950,,,,
1996,16_Cygni,"5.1/5.3<38""",19 40 29,+50 24 29,1950,,,,
1997,31o3727,8.3,19 40 32,+31 37 25,1950,,,,
1998,Lal_37513,6.8,19 41 00,+24 28 54,1950,,,,
1999,10_Vulpec,5.4,19 41 38,+25 39 03,1950,,,,
2000,beta_658,6.5,19 41 52,+27 00 53,1950,,,,
2001,L1140-73,14.2,19 42 00,+08 46 _,1950,,,,
2002,Grb_2925,6.0,19 42 04,+41 39 07,1950,,,,
2003,Grb_2935,6.0,19 42 16,+57 53 48,1950,,,,
2004,15_Cygni,5.0,19 42 28,+37 13 56,1950,,,,
2005,SU_Cygni(var.),6.2-7.0,19 42 48,+29 08 33,1950,,,,
2006,49_Aquilae,5.7,19 43 13,+07 29 26,1950,,,,
2007,G_142-50,14.5,19 43 16,+16 20.4 _,1950,,,,
2008,delta_Cygni,3.0,19 43 24,+45 00 27,1950,,,,
2009,Sigma_2576,8.5,19 43 39,+33 29 07,1950,,,,
2010,Ross_165,12.3,19 43 42,+27 00.8 _,1950,,,,
2011,gamma_Aquilae,2.8,19 43 52,+10 29 24,1950,,,,
2012,20C_1165,"9.8/11.0<4""",19 44 26,+31 53 55,1950,,,,
2013,17_Cygni,5.0,19 44 32,+33 36 37,1950,,,,
